active_power_w,energy_consumption_kwh,water_usage_effectiveness,carbon_intensity_gco2_kwh,inlet_temperature_c,exhaust_temperature_c,delta_t_c,fan_speed_rpm,cooling_method,cpu_utilization_percent,memory_utilization_percent,gpu_power_w,gpu_utilization_percent,gpu_temperature_c,gpu_core_frequency_mhz,num_gpus,ai_workload_type,batch_size,num_epochs,model_parameter_size_million,training_samples,job_duration_hours,job_status,rack_power_density_kw,gpu_sharing_mode,power_cap_w,manufacturer_sku_id,rack_label_color,rack_inventory_zone,environmental_waste_risk_level
1850,1.86,0.35,95,19.5,32.0,12.5,4200,air,42,58,145,62,51,1350,2,inference,64,1,120,250000,0.30,success,9,temporal_sharing,2500,sku_c,blue,zone_b,baixo
3120,3.08,0.42,110,20.0,36.5,16.5,5600,air,55,66,220,71,58,1480,4,inference,128,1,350,800000,0.75,success,16,mig,4200,sku_a,green,zone_d,baixo
4850,4.90,0.50,135,21.0,42.0,21.0,7200,hybrid,68,74,360,82,67,1650,4,fine_tuning,256,8,1500,2500000,6.50,success,28,full_gpu,6200,sku_d,white,zone_a,baixo
6900,6.85,0.58,160,21.5,47.0,25.5,8400,liquid,74,81,430,88,70,1720,8,training,512,25,7000,12000000,18.00,success,46,full_gpu,8500,sku_b,yellow,zone_c,baixo
10500,10.45,0.62,180,22.0,53.0,31.0,10500,liquid,82,86,560,91,76,1850,16,training,1024,60,18000,35000000,42.00,success,84,full_gpu,11500,sku_e,red,zone_b,baixo
2650,2.62,0.38,85,18.5,33.5,15.0,5100,air,48,61,190,69,55,1420,2,fine_tuning,128,5,800,1500000,3.20,success,13,temporal_sharing,3500,sku_b,white,zone_d,baixo
7400,7.36,0.55,145,20.5,46.5,26.0,8900,hybrid,77,84,470,86,72,1780,8,training,768,40,12000,22000000,31.00,running,53,full_gpu,9000,sku_c,green,zone_a,baixo
1280,1.31,0.30,70,19.0,29.0,10.0,3100,air,32,45,105,48,45,1180,1,inference,32,1,45,90000,0.12,success,6,mig,1800,sku_a,blue,zone_c,baixo
5250,5.22,0.47,125,20.0,41.0,21.0,6800,hybrid,66,72,390,79,65,1600,4,fine_tuning,384,12,2500,4800000,9.50,success,31,full_gpu,6500,sku_e,yellow,zone_d,baixo
8900,8.94,0.60,155,21.0,50.0,29.0,9800,liquid,80,88,515,89,74,1820,8,training,1024,75,25000,50000000,66.00,success,68,full_gpu,10500,sku_d,red,zone_a,baixo
2450,2.55,0.85,220,22.0,39.0,17.0,7200,air,35,52,210,38,61,1320,4,inference,64,1,500,600000,0.60,success,19,full_gpu,3800,sku_e,blue,zone_c,moderado
4300,4.38,1.10,280,23.0,45.5,22.5,9500,air,52,64,310,55,69,1500,4,fine_tuning,256,10,2200,3000000,8.00,success,33,full_gpu,6000,sku_b,green,zone_a,moderado
6100,6.05,1.25,310,24.0,50.0,26.0,11200,hybrid,61,70,410,63,74,1660,8,training,512,30,9000,16000000,24.00,running,48,full_gpu,7800,sku_c,white,zone_b,moderado
3600,3.68,0.95,260,22.5,42.0,19.5,8800,air,44,59,260,49,66,1450,4,inference,128,1,1200,1100000,1.10,success,27,temporal_sharing,5200,sku_a,yellow,zone_d,moderado
7900,7.98,1.40,360,24.5,55.0,30.5,13600,hybrid,70,77,455,69,78,1700,8,training,768,50,14000,28000000,38.00,success,62,full_gpu,9500,sku_d,red,zone_c,moderado
5200,5.30,1.05,330,23.0,47.0,24.0,10800,liquid,58,69,340,57,72,1580,8,inference,256,1,3500,2500000,2.40,running,45,mig,7000,sku_b,blue,zone_a,moderado
2850,2.92,1.20,290,23.5,41.0,17.5,8200,air,28,46,230,31,64,1360,4,idle,16,1,80,50000,0.40,success,23,temporal_sharing,4200,sku_e,green,zone_b,moderado
6650,6.72,1.35,410,25.0,53.0,28.0,12800,hybrid,64,76,430,61,77,1680,8,fine_tuning,512,18,6000,9000000,15.00,success,55,full_gpu,8500,sku_c,white,zone_d,moderado
9600,9.70,1.55,390,25.5,59.0,33.5,14800,liquid,76,83,520,73,81,1760,16,training,1024,90,30000,62000000,80.00,running,92,full_gpu,11200,sku_a,yellow,zone_c,moderado
4100,4.18,0.90,240,22.0,44.0,22.0,9700,air,50,62,295,52,68,1510,4,fine_tuning,192,7,1800,2200000,5.50,aborted,30,full_gpu,5600,sku_d,red,zone_a,moderado
7600,7.68,2.60,620,27.0,62.0,35.0,17400,air,18,34,480,16,82,1200,8,idle,8,1,60,20000,4.00,running,76,full_gpu,9500,sku_b,white,zone_d,alto
9400,9.52,3.10,700,28.0,66.5,38.5,18800,air,24,41,530,22,87,1350,8,inference,32,1,300,180000,2.20,failed,89,full_gpu,11000,sku_e,green,zone_a,alto
11200,11.35,3.80,760,29.0,71.0,42.0,20500,air,31,49,610,28,91,1450,16,idle,16,1,100,40000,6.50,running,118,full_gpu,12000,sku_c,blue,zone_b,alto
8700,8.84,2.90,680,27.5,64.0,36.5,18200,hybrid,38,55,500,34,85,1400,8,fine_tuning,128,20,5000,6000000,35.00,failed,74,full_gpu,10000,sku_a,red,zone_c,alto
6400,6.48,3.30,720,26.5,58.0,31.5,16800,air,20,37,420,19,80,1250,8,inference,16,1,200,120000,1.80,aborted,66,full_gpu,8400,sku_d,yellow,zone_d,alto
10300,10.42,4.10,810,30.0,72.0,42.0,21400,air,44,58,590,41,93,1520,16,training,256,120,22000,30000000,120.00,failed,112,full_gpu,12000,sku_b,blue,zone_a,alto
5800,5.90,2.70,640,26.0,56.0,30.0,15900,hybrid,16,29,390,14,77,1100,4,idle,4,1,30,10000,3.50,running,42,full_gpu,7200,sku_e,white,zone_c,alto
7350,7.44,3.60,740,28.0,61.5,33.5,17600,air,33,47,465,26,84,1320,8,inference,64,1,800,750000,4.60,success,82,full_gpu,9300,sku_c,green,zone_b,alto
11850,11.95,4.40,860,31.0,74.0,43.0,21800,air,52,63,650,46,94,1600,16,fine_tuning,512,45,40000,45000000,96.00,aborted,120,full_gpu,12000,sku_a,red,zone_d,alto
6900,7.02,2.85,690,27.0,60.0,33.0,17100,air,22,39,455,21,83,1280,8,idle,8,1,50,25000,5.20,failed,78,full_gpu,8800,sku_d,yellow,zone_a,alto

